,z,x,y,s2:product_type,s2:mgrs_tile,sat:relative_orbit,s2:degraded_msi_data_percentage,instruments,sat:orbit_state,s2:processing_baseline,s2:datatake_type,proj:epsg,s2:saturated_defective_pixel_percentage,constellation,proj:bbox,gsd,epsg,ndvi,platform,s2:product_uri,s2:medium_proba_clouds_percentage,s2:reflectance_conversion_factor,s2:unclassified_percentage,s2:datastrip_id,s2:nodata_pixel_percentage,s2:water_percentage,s2:high_proba_clouds_percentage,s2:thin_cirrus_percentage,s2:vegetation_percentage,s2:cloud_shadow_percentage,eo:cloud_cover,s2:mean_solar_azimuth,s2:not_vegetated_percentage,s2:dark_features_percentage,s2:snow_ice_percentage,s2:mean_solar_zenith,s2:granule_id,s2:datatake_id,s2:generation_time
14,14,5.039485335922361,51.70647632993175,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.4616171954964176,,,,,,,,,,,,,,,,,,,,,
15,15,4.991277787775633,51.71014425583261,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.6152125279642058,,,,,,,,,,,,,,,,,,,,,
16,16,5.006847927549732,51.70876878361979,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.31220556745182015,,,,,,,,,,,,,,,,,,,,,
17,17,4.9984640061329095,51.709227274357396,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.6706192358366272,,,,,,,,,,,,,,,,,,,,,
0,0,4.613103046723975,51.688411794870035,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.3239085239085239,,,,,,,,,,,,,,,,,,,,,
1,1,4.617594433197272,51.680709150478236,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.4099722991689751,,,,,,,,,,,,,,,,,,,,,
2,2,4.617594433197272,51.68089254677328,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.44432773109243695,,,,,,,,,,,,,,,,,,,,,
3,3,4.616845868785056,51.681992924543536,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.1452589105581708,,,,,,,,,,,,,,,,,,,,,
4,4,4.613103046723975,51.68786160598491,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.4486486486486487,,,,,,,,,,,,,,,,,,,,,
5,5,4.617295007432386,51.68015896159311,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.1945464079706345,,,,,,,,,,,,,,,,,,,,,
6,6,4.613103046723975,51.688411794870035,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.3239085239085239,,,,,,,,,,,,,,,,,,,,,
7,7,4.617594433197272,51.68089254677328,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.44432773109243695,,,,,,,,,,,,,,,,,,,,,
8,8,4.616845868785056,51.681992924543536,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.1452589105581708,,,,,,,,,,,,,,,,,,,,,
9,9,4.613103046723975,51.68786160598491,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.4486486486486487,,,,,,,,,,,,,,,,,,,,,
10,10,4.617594433197272,51.680709150478236,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.4099722991689751,,,,,,,,,,,,,,,,,,,,,
11,11,4.617295007432386,51.68015896159311,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.1945464079706345,,,,,,,,,,,,,,,,,,,,,
0,0,4.377604682640737,51.649715176616,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
1,1,4.498722404537329,51.621472147179404,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
2,2,4.50336350389307,51.6184461083112,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
3,3,4.499470968949545,51.62046346755667,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
4,4,4.504261781187729,51.61752912683598,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
5,5,4.505459484247275,51.616978937950854,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
6,6,4.531210100027515,51.61780422127855,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
7,7,4.38419204946824,51.64513026923993,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
8,8,4.566093201636793,51.63183403784932,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.4176844162188569,,,,,,,,,,,,,,,,,,,,,
9,9,4.374011573462099,51.637702719290694,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
10,10,4.490787621767836,51.621472147179404,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
11,11,4.5663926274016795,51.631925735996845,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.758501040943789,,,,,,,,,,,,,,,,,,,,,
12,12,4.49602757265335,51.62037176940915,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
13,13,4.5044114940701725,51.61752912683598,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
14,14,4.376406979581191,51.640453663716336,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
15,15,4.385988604057559,51.643663098879586,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
16,16,4.524622733200012,51.61477818241034,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
17,17,4.598431184244536,51.640453663716336,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.7411267180184262,,,,,,,,,,,,,,,,,,,,,
18,18,4.376107553816304,51.640361965568815,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
19,19,4.584507886177313,51.63018347119394,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.3334859235523003,,,,,,,,,,,,,,,,,,,,,
20,20,4.498422978772442,51.621655543474446,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
21,21,4.499470968949545,51.62046346755667,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
22,22,4.504261781187729,51.61752912683598,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
23,23,4.505459484247275,51.616978937950854,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
24,24,4.531210100027515,51.61780422127855,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
25,25,4.38419204946824,51.64513026923993,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
26,26,4.566093201636793,51.63183403784932,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.4176844162188569,,,,,,,,,,,,,,,,,,,,,
27,27,4.374011573462099,51.637702719290694,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
28,28,4.49602757265335,51.62037176940915,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
29,29,4.5663926274016795,51.631925735996845,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.758501040943789,,,,,,,,,,,,,,,,,,,,,
30,30,4.385988604057559,51.643663098879586,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
31,31,4.376406979581191,51.640453663716336,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
32,32,4.598431184244536,51.640453663716336,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.7411267180184262,,,,,,,,,,,,,,,,,,,,,
33,33,4.5044114940701725,51.61752912683598,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
34,34,4.490787621767836,51.621472147179404,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
35,35,4.498422978772442,51.621655543474446,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
36,36,4.524622733200012,51.61477818241034,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
37,37,4.376107553816304,51.640361965568815,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
38,38,4.498722404537329,51.621472147179404,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
39,39,4.50336350389307,51.6184461083112,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
40,40,4.377604682640737,51.649715176616,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
41,41,4.584507886177313,51.63018347119394,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.3334859235523003,,,,,,,,,,,,,,,,,,,,,
0,0,4.740658422565627,51.69473896704901,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.5372975529022344,,,,,,,,,,,,,,,,,,,,,
1,1,4.54064201162144,51.67915028197037,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
2,2,4.538845457032121,51.682634811576186,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
3,3,4.743502967332049,51.690337455967985,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.5534022863364181,,,,,,,,,,,,,,,,,,,,,
4,4,4.740957848330513,51.69409708001636,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.5142323845076995,,,,,,,,,,,,,,,,,,,,,
5,5,4.745299521921368,51.6886868893126,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.7107011070110701,,,,,,,,,,,,,,,,,,,,,
6,6,4.745000096156481,51.6899706633779,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.3599603076159762,,,,,,,,,,,,,,,,,,,,,
7,7,4.557709280219971,51.668329900562846,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
8,8,4.55995497345662,51.66649593761242,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.3792690233672858,,,,,,,,,,,,,,,,,,,,,
9,9,4.744101818861822,51.68923707819773,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.6069600818833163,,,,,,,,,,,,,,,,,,,,,
10,10,4.552469329334457,51.675390657921994,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
11,11,4.74080813544807,51.69473896704901,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.5037738109500419,,,,,,,,,,,,,,,,,,,,,
12,12,4.742005838507616,51.6925382115085,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.4935720844811754,,,,,,,,,,,,,,,,,,,,,
13,13,4.538845457032121,51.682634811576186,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
14,14,4.557709280219971,51.668329900562846,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
15,15,4.55995497345662,51.66649593761242,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.3792690233672858,,,,,,,,,,,,,,,,,,,,,
16,16,4.745000096156481,51.6899706633779,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.3599603076159762,,,,,,,,,,,,,,,,,,,,,
17,17,4.744101818861822,51.68923707819773,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.6069600818833163,,,,,,,,,,,,,,,,,,,,,
18,18,4.552469329334457,51.675390657921994,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
19,19,4.54064201162144,51.67915028197037,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
20,20,4.745299521921368,51.6886868893126,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.7107011070110701,,,,,,,,,,,,,,,,,,,,,
21,21,4.740957848330513,51.69409708001636,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.5142323845076995,,,,,,,,,,,,,,,,,,,,,
22,22,4.743502967332049,51.690337455967985,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.5534022863364181,,,,,,,,,,,,,,,,,,,,,
23,23,4.740658422565627,51.69473896704901,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.5372975529022344,,,,,,,,,,,,,,,,,,,,,
24,24,4.742005838507616,51.6925382115085,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.4935720844811754,,,,,,,,,,,,,,,,,,,,,
25,25,4.74080813544807,51.69473896704901,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,0.5037738109500419,,,,,,,,,,,,,,,,,,,,,
0,0,4.533605506146607,51.685110661559264,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
1,1,4.251845861388404,51.49327813694447,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
2,2,4.427758498259227,51.61010157688675,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
3,3,4.53375521902905,51.68419368008405,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
4,4,4.429255627083659,51.60065666769204,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
5,5,4.427159646729454,51.611752143542134,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
6,6,4.531509525792401,51.68401028378901,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
7,7,4.427608785376783,51.61065176577188,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
8,8,4.427608785376783,51.609826482444184,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
9,9,4.425812230787464,51.6184461083112,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
10,10,4.427159646729454,51.613127615754955,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
11,11,4.254091554625052,51.49336983509199,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
12,12,4.528066129496207,51.6848355671167,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
13,13,4.429405339966102,51.5979057232664,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
14,14,4.251845861388404,51.49355323138703,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
15,15,4.430153904378319,51.59185364552999,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
16,16,4.373113296167439,51.60093176213461,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
17,17,4.251845861388404,51.49327813694447,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
18,18,4.429255627083659,51.60065666769204,S2MSI2A,31UFT,,0.0,msi,descending,02.12,INS-NOBS,32631,0.0,Sentinel 2,"{600000.0, 5690220.0, 709800.0, 5800020.0}",10.0,4326,,,,,,,,,,,,,,,,,,,,,,
